FLY_GENE1	FLY_GENE2	REFERENCE	DATE_LAST_UPDATED	DATA_VERSION	REFERENCEURL	SYMBOL_BD	SYMBOL_AD	INTERACTION_TYPE	INTERACTION_DETECT_METHODS
FBgn0260934	FBgn0011739	FBrf0222342	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0222342	par-1	wts	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0260935	FBgn0038167	FBrf0237370	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0237370	Vps15	Lkb1	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0260936	FBgn0260635	"FBrf0207701, FBrf0207701"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0207701, FBrf0207701"	scny	Diap1	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0260936	FBgn0260635	"FBrf0207701, FBrf0207701"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0207701, FBrf0207701"	scny	Diap1	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0262127	FBgn0261456	"FBrf0211483, FBrf0211094"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0211483, FBrf0211094"	kibra	hpo	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0262127	FBgn0004583	"FBrf0211094, FBrf0221807, FBrf0235878, FBrf0210017, FBrf0210061"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0211094, FBrf0221807, FBrf0235878, FBrf0210017, FBrf0210061"	kibra	ex	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0262127	FBgn0004583	"FBrf0211094, FBrf0221807, FBrf0235878, FBrf0210017, FBrf0210061"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0211094, FBrf0221807, FBrf0235878, FBrf0210017, FBrf0210061"	kibra	ex	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0262127	FBgn0010382	"FBrf0211373, FBrf0152035"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0211373, FBrf0152035"	kibra	CycE	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0262127	FBgn0053193	FBrf0210017	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0210017	kibra	sav	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0262127	FBgn0031030	"FBrf0216620, FBrf0216620"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0216620, FBrf0216620"	kibra	Tao	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0262139	FBgn0086655	FBrf0148962	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0148962	trh	jing	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0262139	FBgn0010379	FBrf0141466	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0141466	trh	Akt1	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0262160	FBgn0010382	FBrf0152035	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0152035	CG9932	CycE	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0262169	FBgn0003716	"FBrf0210884, FBrf0214645"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0210884, FBrf0214645"	magu	tkv	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0262252	FBgn0003525	FBrf0229366	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0229366	mir-965	stg	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0262252	FBgn0284084	FBrf0229366	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0229366	mir-965	wg	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0262266	FBgn0052062	FBrf0231056	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0231056	mir-980	Rbfox1	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0262319	FBgn0260635	FBrf0227617	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0227617	mir-1000	Diap1	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0262319	FBgn0031424	FBrf0227617	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0227617	mir-1000	VGlut	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0262319	FBgn0010399	FBrf0227617	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0227617	mir-1000	Nmdar1	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0262319	FBgn0004619	FBrf0227617	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0227617	mir-1000	GluRIA	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0262319	FBgn0019985	FBrf0227617	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0227617	mir-1000	mGluR	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0262370	FBgn0262739	FBrf0222591	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0222591	mir-7	AGO1	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0262370	FBgn0039861	FBrf0222591	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0222591	mir-7	pasha	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0262370	FBgn0000158	FBrf0208840	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0208840	mir-7	bam	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0262373	FBgn0002573	"FBrf0193418, FBrf0223740, FBrf0209786"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0193418, FBrf0223740, FBrf0209786"	mir-9a	sens	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0262373	FBgn0264695	FBrf0236838	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0236838	mir-9a	Mhc	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0262373	FBgn0036934	FBrf0228895	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0228895	mir-9a	sNPF-R	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0262373	FBgn0265598	"FBrf0207536, FBrf0209786"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0207536, FBrf0209786"	mir-9a	Bx	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0262373	FBgn0004169	FBrf0236838	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0236838	mir-9a	up	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0262373	FBgn0260635	FBrf0209786	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0209786	mir-9a	Diap1	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0262386	FBgn0000158	FBrf0220183	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0220183	mir-306	bam	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0262388	FBgn0011656	FBrf0219365	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0219365	mir-92b	Mef2	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0262391	FBgn0003317	FBrf0208499	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0208499	mir-184	sax	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0262398	FBgn0039016	FBrf0206327	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0206327	mir-124	Dcr-1	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0262398	FBgn0028734	FBrf0206327	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0206327	mir-124	Fmr1	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0262398	FBgn0011746	FBrf0217785	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0217785	mir-124	ana	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0262398	FBgn0003741	FBrf0221885	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0221885	mir-124	tra	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0262403	FBgn0015279	FBrf0190566	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0190566	mir-278	Pi3K92E	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0262406	FBgn0011766	FBrf0211387	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0211387	let-7	E2f1	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0262406	FBgn0011763	FBrf0211387	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0211387	let-7	Dp	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0262407	FBgn0262656	FBrf0220584	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0220584	mir-308	Myc	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0262411	FBgn0003382	FBrf0220194	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0220194	mir-92a	sha	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0262416	FBgn0031816	FBrf0235434	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0235434	mir-31a	Rchy1	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0262420	FBgn0003870	FBrf0228332	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0228332	mir-318	ttk	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0262432	FBgn0264975	FBrf0225942	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0225942	mir-8	Nrg	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0041171	FBgn0262139	FBrf0202878	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0202878	ago	trh	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0041171	FBgn0266411	FBrf0221195	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0221195	ago	sima	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0041171	FBgn0041174	"FBrf0221195, FBrf0221195"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0221195, FBrf0221195"	ago	Vhl	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0041171	FBgn0000150	FBrf0202878	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0202878	ago	awd	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0041171	FBgn0041174	"FBrf0221195, FBrf0221195"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0221195, FBrf0221195"	ago	Vhl	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0041174	FBgn0014135	FBrf0215439	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0215439	Vhl	bnl	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0041174	FBgn0041171	"FBrf0221195, FBrf0221195, FBrf0215439"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0221195, FBrf0221195, FBrf0215439"	Vhl	ago	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0041174	FBgn0041171	"FBrf0221195, FBrf0221195, FBrf0215439"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0221195, FBrf0221195, FBrf0215439"	Vhl	ago	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0041174	FBgn0014010	FBrf0211250	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0211250	Vhl	Rab5	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0041174	FBgn0266411	FBrf0215439	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0215439	Vhl	sima	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0041174	FBgn0285896	FBrf0215439	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0215439	Vhl	btl	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0041184	FBgn0016917	FBrf0151456	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0151456	Socs36E	Stat92E	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0041184	FBgn0020224	FBrf0151456	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0151456	Socs36E	Cbl	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0041184	FBgn0004864	"FBrf0151456, FBrf0151456"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0151456, FBrf0151456"	Socs36E	hop	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0041184	FBgn0260442	FBrf0209165	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0209165	Socs36E	rhea	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0041184	FBgn0004864	"FBrf0151456, FBrf0151456"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0151456, FBrf0151456"	Socs36E	hop	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0041188	FBgn0003068	FBrf0221582	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0221582	Atx2	per	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0041188	FBgn0265297	FBrf0205082	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0205082	Atx2	pAbp	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0041191	FBgn0021796	"FBrf0217461, FBrf0160980"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0217461, FBrf0160980"	Rheb	Tor	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0041191	FBgn0026379	FBrf0160980	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0160980	Rheb	Pten	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0041191	FBgn0033935	FBrf0217461	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0217461	Rheb	Sin1	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0041191	FBgn0263510	FBrf0237012	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0237012	Rheb	nclb	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0041191	FBgn0036896	FBrf0229723	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0229723	Rheb	wnd	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0041191	FBgn0029840	FBrf0217461	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0217461	Rheb	raptor	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0041191	FBgn0033272	FBrf0206857	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0206857	Rheb	RagC-D	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0041191	FBgn0283472	"FBrf0217461, FBrf0160913, FBrf0160980"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0217461, FBrf0160913, FBrf0160980"	Rheb	S6k	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0041191	FBgn0023169	"FBrf0217461, FBrf0217461"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0217461, FBrf0217461"	Rheb	AMPKα	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0041191	FBgn0011763	FBrf0174447	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0174447	Rheb	Dp	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0041191	FBgn0034897	FBrf0210161	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0210161	Rheb	Sesn	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0041191	FBgn0031006	FBrf0217461	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0217461	Rheb	rictor	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0041191	FBgn0023169	"FBrf0217461, FBrf0217461"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0217461, FBrf0217461"	Rheb	AMPKα	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0041191	FBgn0004395	FBrf0226218	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0226218	Rheb	unk	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0041191	FBgn0016131	FBrf0190026	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0190026	Rheb	Cdk4	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0041191	FBgn0044324	FBrf0236201	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0236201	Rheb	Chro	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0041191	FBgn0260945	FBrf0208794	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0208794	Rheb	Atg1	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0041235	FBgn0041247	FBrf0231035	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0231035	Gr59c	Gr28a	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0041235	FBgn0045500	FBrf0231035	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0231035	Gr59c	Gr22b	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0041246	FBgn0035934	FBrf0221991	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0221991	Gr32a	TrpA1	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0041342	FBgn0003731	FBrf0167472	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0167472	Pcyt1	Egfr	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0041342	FBgn0004647	FBrf0167472	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0167472	Pcyt1	N	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0041585	FBgn0015286	FBrf0234791	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0234791	olf186-F	Rala	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0041604	FBgn0000117	FBrf0131247	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0131247	dlp	arm	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0086384	FBgn0004101	"FBrf0136951, FBrf0136951"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0136951, FBrf0136951"	Mer	bs	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0086384	FBgn0004583	"FBrf0125175, FBrf0194966"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0125175, FBrf0194966"	Mer	ex	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0086384	FBgn0002931	"FBrf0136951, FBrf0136951"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0136951, FBrf0136951"	Mer	net	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0086384	FBgn0262127	FBrf0210017	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0210017	Mer	kibra	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0086384	FBgn0031030	FBrf0216620	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0216620	Mer	Tao	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0086384	FBgn0034970	FBrf0216584	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0216584	Mer	yki	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0086384	FBgn0053193	FBrf0222652	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0222652	Mer	sav	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0086384	FBgn0035001	FBrf0193095	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0193095	Mer	Slik	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0086384	FBgn0001075	FBrf0194966	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0194966	Mer	ft	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0086384	FBgn0001137	FBrf0134575	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0134575	Mer	grk	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0086532	FBgn0285937	FBrf0230195	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0230195	Spt-I	Rab1	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0086613	FBgn0001078	FBrf0224231	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0224231	Ino80	ftz-f1	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0086655	FBgn0039338	FBrf0194564	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0194564	jing	XNP	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0086655	FBgn0003731	FBrf0180488	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0180488	jing	Egfr	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0086655	FBgn0003310	FBrf0180488	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0180488	jing	S	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0086655	FBgn0004666	FBrf0148962	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0148962	jing	sim	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0086655	FBgn0264075	FBrf0148962	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0148962	jing	tgo	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0086655	FBgn0005672	FBrf0180488	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0180488	jing	spi	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0086655	FBgn0264089	FBrf0148962	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0148962	jing	sli	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0086655	FBgn0003205	FBrf0180488	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0180488	jing	Ras85D	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0086656	FBgn0261983	"FBrf0227449, FBrf0227449"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0227449, FBrf0227449"	shrb	l(2)gd1	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0086656	FBgn0024227	FBrf0227449	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0227449	shrb	aurB	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0086656	FBgn0261983	"FBrf0227449, FBrf0227449"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0227449, FBrf0227449"	shrb	l(2)gd1	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0086656	FBgn0264325	FBrf0220946	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0220946	shrb	Atg6	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0086657	FBgn0262111	FBrf0212985	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0212985	IKKε	f	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0086657	FBgn0013718	FBrf0212985	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0212985	IKKε	nuf	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0086657	FBgn0260635	"FBrf0212985, FBrf0209002, FBrf0193419, FBrf0193419"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0212985, FBrf0209002, FBrf0193419, FBrf0193419"	IKKε	Diap1	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0086657	FBgn0260635	"FBrf0212985, FBrf0209002, FBrf0193419, FBrf0193419"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0212985, FBrf0209002, FBrf0193419, FBrf0193419"	IKKε	Diap1	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0086657	FBgn0086362	FBrf0230080	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0230080	IKKε	spn-F	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0086657	FBgn0011760	FBrf0212985	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0212985	IKKε	ctp	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0086657	FBgn0015790	FBrf0212985	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0212985	IKKε	Rab11	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0086657	FBgn0026404	"FBrf0194448, FBrf0209002"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0194448, FBrf0209002"	IKKε	Dronc	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0086657	FBgn0026404	"FBrf0194448, FBrf0209002"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0194448, FBrf0209002"	IKKε	Dronc	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0086657	FBgn0261797	FBrf0212985	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0212985	IKKε	Dhc64C	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0086676	FBgn0003317	"FBrf0213705, FBrf0156011"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0213705, FBrf0156011"	spin	sax	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0086676	FBgn0011648	FBrf0213705	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0213705	spin	Mad	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0086676	FBgn0003716	"FBrf0156011, FBrf0213705"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0156011, FBrf0213705"	spin	tkv	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0086676	FBgn0000490	FBrf0213705	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0213705	spin	dpp	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0086676	FBgn0031450	FBrf0213705	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0213705	spin	Hrs	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0086676	FBgn0024179	FBrf0156011	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0156011	spin	wit	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0086676	FBgn0284084	FBrf0213705	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0213705	spin	wg	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0086677	FBgn0286070	FBrf0237050	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0237050	jeb	cnk	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0260938	FBgn0004635	FBrf0223725	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0223725	tay	rho	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0260938	FBgn0036844	FBrf0223725	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0223725	tay	Mkp3	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0260938	FBgn0003256	FBrf0223725	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0223725	tay	rl	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0260940	FBgn0004647	FBrf0206508	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0206508	lsn	N	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0260940	FBgn0005671	FBrf0210791	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0210791	lsn	Vha55	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0260941	FBgn0262029	FBrf0206015	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0206015	app	d	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0260942	FBgn0035876	FBrf0209624	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0209624	bond	Pex2	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0260942	FBgn0035233	FBrf0209624	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0209624	bond	Pex10	suppressible	psi-mi:MI0208(genetic interaction)
